Time,STREAMLIT_RUN_ZONE::Des Heat Load [W],STREAMLIT_RUN_ZONE:ATLANTA_SUMMER_DESIGN_DAY:Des Sens Cool Load [W],STREAMLIT_RUN_ZONE::Des Heat Mass Flow [kg/s],STREAMLIT_RUN_ZONE:ATLANTA_SUMMER_DESIGN_DAY:Des Cool Mass Flow [kg/s],STREAMLIT_RUN_ZONE::Des Latent Heat Load [W],STREAMLIT_RUN_ZONE::Des Latent Cool Load [W],STREAMLIT_RUN_ZONE::Des Latent Heat Mass Flow [kg/s],STREAMLIT_RUN_ZONE::Des Latent Cool Mass Flow [kg/s],STREAMLIT_RUN_ZONE::Des Heat Load No DOAS [W],STREAMLIT_RUN_ZONE::Des Sens Cool Load No DOAS [W],STREAMLIT_RUN_ZONE::Des Latent Heat Load No DOAS [W],STREAMLIT_RUN_ZONE::Des Latent Cool Load No DOAS [W],STREAMLIT_RUN_ZONE::Heating Zone Temperature [C],STREAMLIT_RUN_ZONE::Heating Zone Relative Humidity [%],STREAMLIT_RUN_ZONE:ATLANTA_SUMMER_DESIGN_DAY:Cooling Zone Temperature [C],STREAMLIT_RUN_ZONE:ATLANTA_SUMMER_DESIGN_DAY:Cooling Zone Relative Humidity [%]
20:30:00,0.000000E+00,1.454924E+05,0.000000E+00,9.331052E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.829985E+01,3.143337E+01
20:45:00,0.000000E+00,1.454861E+05,0.000000E+00,9.330387E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.829993E+01,3.143322E+01
21:00:00,0.000000E+00,1.454768E+05,0.000000E+00,9.329681E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.829997E+01,3.143315E+01
21:15:00,0.000000E+00,1.454660E+05,0.000000E+00,9.328934E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.829999E+01,3.143312E+01
21:30:00,0.000000E+00,1.454542E+05,0.000000E+00,9.328157E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.829999E+01,3.143311E+01
21:45:00,0.000000E+00,1.454419E+05,0.000000E+00,9.327360E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
22:00:00,0.000000E+00,1.454294E+05,0.000000E+00,9.326551E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
22:15:00,0.000000E+00,1.454170E+05,0.000000E+00,9.325754E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
22:30:00,0.000000E+00,1.454050E+05,0.000000E+00,9.324987E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
22:45:00,0.000000E+00,1.453937E+05,0.000000E+00,9.324258E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
23:00:00,0.000000E+00,1.453829E+05,0.000000E+00,9.323570E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
23:15:00,0.000000E+00,1.453726E+05,0.000000E+00,9.322907E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
23:30:00,0.000000E+00,1.453625E+05,0.000000E+00,9.322256E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
23:45:00,0.000000E+00,1.453524E+05,0.000000E+00,9.321611E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
24:00:00,0.000000E+00,1.453424E+05,0.000000E+00,9.320968E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.830000E+01,3.143310E+01
Peak,0.000000E+00,1.537441E+05,0.000000E+00,9.944823E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,0.000000E+00,8.565912E+00,,,0.000000E+00,0.000000E+00,,,,,,,,
