room_length,room_width,room_height,num_rows,racks_per_row,rack_power_kw,dclc_effectiveness,rdhx_effectiveness,num_heat_exchangers,hx_capacity_kw,num_air_handlers,cfm_per_handler,inlet_temp_c,cdu_flow_gpm,num_cdus,delta_p_kpa,pump_eta,cop,wall_u,floor_u,total_racks,it_load_kw,it_energy_kwh,daily_energy_kwh,daily_cost_usd,energy_per_it_kwh,cost_per_it_kwh,avg_pue,max_room_temp_c,feasible,objective_score
28.83898525813863,25.522595936811747,4.019496279034183,3,23,50.0,0.23893567083582093,0.7995221652847454,1,42.26523318238185,4,78376.11159835817,23.93246056443222,160.37260313668912,1,282.43294667345447,0.7340570228636751,5.919347291938112,0.2324870320229237,0.5864284418912589,69.0,3450.0,82800.0,98885.47500145773,7547.648131348779,1.1942690217567358,0.09115517066846351,1.1942690217567387,26.654962665685265,1.0,0.11700085273711963
24.085223184722246,22.86278775139291,6.152836561416394,3,18,60.0,0.3442659260746883,0.9582273929482443,0,41.07581612552801,4,217576.13698072167,18.30860733259335,133.35565386050882,2,259.2783443253449,0.665488815608587,5.223692725043792,0.29308814739423694,0.49938084328647553,54.0,3240.0,77760.0,103883.6308900503,7929.14320888335,1.3359520433391243,0.1019694342706192,1.3359520433391248,18.491401472429626,1.0,0.5783376528408217
24.87521251833139,21.338149121087476,5.064474898528285,4,20,50.0,0.5401599898791127,0.9112722625764064,1,96.69492335035005,2,76266.46277202404,23.04052264872936,148.85778468487874,2,272.6523348616307,0.7614757249352381,4.472464005235759,0.37752650384631115,0.26513734538827016,80.0,4000.0,96000.0,118763.75403191679,9064.900847953111,1.2371224378324666,0.09442605049951157,1.2371224378324652,23.813327621315164,1.0,0.2565366815547838
27.3758870328652,16.186151281819754,5.043883168883951,4,20,60.0,0.15229994229127872,0.7869897161115321,1,113.2408408780119,3,185890.8720283715,20.803165783695594,176.04997720576569,1,213.70647715043236,0.678629289292542,3.969821358827984,0.43956465438300196,0.4829225399005219,80.0,4800.0,115200.0,146424.24746068296,11176.147939972778,1.2710438147628729,0.09701517309004147,1.271043814762873,23.20364508176804,1.0,0.3669887266439354
24.98659933566124,24.917344809059728,5.131630162641658,4,16,60.0,0.21940277208312467,0.8380832952538085,1,35.23767589167623,4,193993.2973947505,23.67986231795414,138.60787524909824,6,298.0984151749826,0.7630047503501515,3.4563159606306693,0.4376885534298186,0.28837238886657207,64.0,3840.0,92160.0,126188.92389854268,9631.643025891348,1.3692374554963398,0.10451001547191133,1.3692374554963374,24.709470745933604,1.0,0.6867189208519104
34.48030385265281,19.31593115110773,4.301093806494557,5,13,60.0,0.5552208388482335,0.75352994752051,0,79.19743436956372,2,74217.36716630467,23.470677038911173,126.50227795434088,5,273.17614964672055,0.7624591631448181,5.555295877052075,0.3983194677980626,0.8015395289177867,65.0,3900.0,93600.0,110904.22611821488,8465.005350962665,1.1848742106646888,0.09043809135643872,1.1848742106646883,28.520963570815045,1.0,0.08641022840981258
29.234783210767347,27.20768985427752,4.839220420257366,4,16,50.0,0.32234792988954175,0.804305906793129,1,41.92255495273564,3,163448.51368160755,24.84489770616433,135.8673841212318,4,168.9703602153967,0.8420517189840967,5.847032364786413,0.38846687867605,0.26417139667226464,64.0,3200.0,76800.0,94830.71274053781,7238.159616465833,1.2347749054757529,0.09424687000606553,1.2347749054757544,26.22631347633985,1.0,0.24889283648788774
25.980952763854297,24.484962599248554,4.937645049991399,4,18,50.0,0.5767962588095624,0.9079688381574046,1,38.05599697639773,1,77713.71932369871,18.6759510279605,173.87959984887158,2,239.09268390383752,0.7466162706848692,4.684759241976217,0.21537609349567177,0.2855618997481915,72.0,3600.0,86400.0,105318.92412853151,8038.6950751124505,1.218969029265411,0.09304045225824595,1.2189690292654125,21.009358998288413,1.0,0.19742702024345793
31.51148797777595,23.082409471097982,6.024930133879911,6,10,60.0,0.5645421454974682,0.9407759816907224,1,33.474381727352196,3,193512.76684446487,20.162892821809372,133.98246567772583,1,145.35138955314216,0.6358128725855072,4.972033904510386,0.12435489743691776,0.7186783413828939,60.0,3600.0,86400.0,111038.52858786154,8475.256277947152,1.2851681549521012,0.09809324395772166,1.2851681549521026,20.34098036233656,1.0,0.4129792612450519
24.09750266547154,24.81426086768882,4.341452524330605,5,13,50.0,0.43910894646676724,0.8864208775902207,2,110.05590704836195,1,101898.50274547967,24.891119608247838,105.4781958518081,2,175.3548405046092,0.6528084948050781,3.411704415771981,0.18943182640751074,0.42968564915648877,65.0,3250.0,78000.0,100836.87144679484,7696.592693064767,1.2927804031640364,0.09867426529570214,1.2927804031640375,24.891119608247838,1.0,0.43776564843857624
26.265409397652206,16.497253844629377,4.062569677074246,4,15,60.0,0.3300484509469044,0.9086103094484437,1,40.57558575574616,1,106230.1302163194,22.122099018120384,152.39625430006316,4,317.6311040488529,0.7864512066161506,3.664716176682754,0.37269125401114256,0.2534655642311148,60.0,3600.0,86400.0,110307.71752808694,8419.475540385874,1.2767096936121174,0.09744763356928095,1.2767096936121185,25.125070148997366,1.0,0.38543750327851556
28.369448186276035,20.025334661408593,4.75598735489846,6,14,50.0,0.14075099372394198,0.9026307843813935,1,67.22780850621746,4,84500.81507159644,22.961838100597376,108.4719012004002,5,194.16982651407506,0.7979154894658859,5.439554351444403,0.33454073999815287,0.7802712810261252,84.0,4200.0,100800.0,122442.03907280331,9345.65392331637,1.2147027685793979,0.09271482066782112,1.2147027685793998,24.44223421023982,1.0,0.18353556711582114
28.010167245473916,19.023082655316266,6.425871613272359,5,16,50.0,0.43915341253254625,0.881196460473695,1,85.4015974129187,3,207843.56707748593,21.52034684041305,141.86608267297458,2,304.22280989531004,0.8003148060378869,3.4151956038102935,0.1875011240561525,0.648825325343113,80.0,4000.0,96000.0,130630.61962761178,9970.665076086669,1.360735621120956,0.10386109454256946,1.3607356211209576,22.033553888626457,1.0,0.6590359351141373
33.11175417578356,22.209029690517607,4.307769195245228,6,13,50.0,0.14193756268589505,0.786871836876437,1,138.63674507738895,2,217898.8765412553,18.641994987613653,191.05049537274093,4,321.1574434295019,0.8326179817815687,4.244690717457017,0.23875888791458671,0.46177304137531405,78.0,3900.0,93600.0,117817.30263280793,8992.660894271432,1.2587318657351274,0.09607543690460932,1.258731865735126,20.98279007454123,1.0,0.32689955361485157
34.10338924011977,22.915441288508696,5.2697642768439685,4,17,50.0,0.16092417257930877,0.8048410857957592,2,125.26789303673257,4,71933.35869210213,23.856814044237346,149.98292222376097,5,104.10883805147361,0.7288439325523515,3.72581440326298,0.15025189408619102,0.5004672251723337,68.0,3400.0,81600.0,103875.13330081326,7928.494611973376,1.2729795747648684,0.09716292416634038,1.272979574764866,25.729287503506974,1.0,0.3732917918603267
31.67773060260298,19.76227015039293,5.148563205066333,6,11,60.0,0.17671908169635406,0.8534821908044026,1,74.64160541648204,1,169045.13788344018,21.70621917075403,139.803404595245,6,169.67244157495284,0.8401300130662482,3.0777400225924296,0.16511681731540995,0.5624216919458744,66.0,3960.0,95040.0,124682.82799637987,9516.686992950994,1.3118984427228522,0.10013349108744733,1.3118984427228502,25.913964202982473,1.0,0.5000162631968872
33.7031375871978,16.530892941378777,6.324893450594464,5,16,60.0,0.242788438849079,0.9607901491946327,1,54.021400918934425,2,222036.9951730213,21.16429879671778,189.86790307862304,4,349.3156010057604,0.8026283045894079,5.902683709089187,0.4453011308748701,0.6674878533422774,80.0,4800.0,115200.0,140499.36563115433,10723.918497090062,1.219612548881548,0.09308957028724013,1.2196125488815477,21.519690715004455,1.0,0.19952239679032271
30.64310730229382,22.149962917329578,4.871086848333441,4,15,60.0,0.4547818956051932,0.9110504288723394,0,125.24356606140033,2,83058.86646490681,19.4068625982438,113.88768720383658,4,106.57100670206643,0.7385053593148987,4.106733496503662,0.3812816042010052,0.5861528537484992,60.0,3600.0,86400.0,108710.60610223803,8297.57255039989,1.258224607664792,0.09603671933333205,1.2582246076647936,21.269626112069638,1.0,0.32524786089697344
