Time,BASELINE_VALIDATED_ZONE::Des Heat Load [W],BASELINE_VALIDATED_ZONE:ATLANTA_SUMMER_DESIGN_DAY:Des Sens Cool Load [W],BASELINE_VALIDATED_ZONE::Des Heat Mass Flow [kg/s],BASELINE_VALIDATED_ZONE:ATLANTA_SUMMER_DESIGN_DAY:Des Cool Mass Flow [kg/s],BASELINE_VALIDATED_ZONE::Des Latent Heat Load [W],BASELINE_VALIDATED_ZONE::Des Latent Cool Load [W],BASELINE_VALIDATED_ZONE::Des Latent Heat Mass Flow [kg/s],BASELINE_VALIDATED_ZONE::Des Latent Cool Mass Flow [kg/s],BASELINE_VALIDATED_ZONE::Des Heat Load No DOAS [W],BASELINE_VALIDATED_ZONE::Des Sens Cool Load No DOAS [W],BASELINE_VALIDATED_ZONE::Des Latent Heat Load No DOAS [W],BASELINE_VALIDATED_ZONE::Des Latent Cool Load No DOAS [W],BASELINE_VALIDATED_ZONE::Heating Zone Temperature [C],BASELINE_VALIDATED_ZONE::Heating Zone Relative Humidity [%],BASELINE_VALIDATED_ZONE:ATLANTA_SUMMER_DESIGN_DAY:Cooling Zone Temperature [C],BASELINE_VALIDATED_ZONE:ATLANTA_SUMMER_DESIGN_DAY:Cooling Zone Relative Humidity [%]
02:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
03:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
03:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
03:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
03:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
04:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
04:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
04:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
04:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
05:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
05:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
05:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
05:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
06:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
06:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
06:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
06:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
07:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
07:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
07:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
07:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
08:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
08:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
08:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
08:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
09:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
09:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
09:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
09:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
10:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
10:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
10:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
10:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
11:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
11:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
11:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
11:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
12:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
12:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
12:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
12:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
13:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
13:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
13:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
13:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
14:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
14:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
14:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
14:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
15:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
15:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
15:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
15:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
16:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
16:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
16:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
16:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
17:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
17:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
17:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
17:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
18:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
18:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
18:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
18:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
19:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
19:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
19:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
19:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
20:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
20:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
20:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
20:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
21:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
21:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
21:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
21:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
22:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
22:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
22:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
22:45:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
23:00:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
23:15:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
23:30:00,0.000000E+00,1.920000E+05,0.000000E+00,1.652558E+01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.440000E+01,3.956710E+01
